,Word,Start_time_combined,End_time_combined,Log_Freq_HAL,WordRate,lex_surprisal_bits,pos_surprisal_bits,phoneme_surprisal_bits
1307,of,583.998707,584.098707,16.214,1,1.16,15.23,1.42
1308,his,584.098707,584.288707,13.644,1,1.08,,1.54
1309,pocket,584.288707,584.778707,9.284,1,0.36,,0.41
1310,he,585.668707,585.808707,13.98,1,2.4,9.25,2.79
1311,was,585.808707,585.938707,14.556,1,3.3,12.15,3.84
1312,afraid,585.938707,586.408707,10.056,1,7.35,7.81,5.94
1313,to,586.408707,586.448707,16.354,1,2.92,11.95,4.22
1314,put,586.448707,586.688707,12.32,1,5.36,11.7,6.1
1315,the,586.688707,586.758707,16.955,1,2.92,,3.9
1316,box,586.758707,587.198707,12.053,1,3.17,5.42,3.57
1317,down,587.198707,587.498707,12.59,1,3.6,,5.2
1318,for,587.498707,587.658707,15.417,1,6.61,9.79,9.14
1319,fear,587.658707,588.058707,10.45,1,1.45,,2.08
1320,ribsy,588.058707,588.458707,0,1,16.45,8.91,0
1321,might,588.458707,588.658707,12.534,1,7,11.06,8.03
1322,escape,588.658707,589.148707,9.671,1,10.99,,11.45
1323,he,590.368707,590.538707,13.98,1,2.56,7.51,2.56
1324,turned,590.538707,590.838707,10.841,1,6.94,6.64,5.49
1325,sideways,590.838707,591.488707,7.625,1,9.7,,11.95
1326,to,591.488707,591.588707,16.354,1,3.81,4.53,4.91
1327,the,591.588707,591.668707,16.955,1,4.93,6.29,7.08
1328,driver,591.668707,592.108707,11.142,1,7.58,4.87,7.53
1329,and,592.108707,592.238707,16.187,1,2.98,4.13,3.47
1330,asked,592.238707,592.658707,11.534,1,2.83,,3.94
1331,politely,592.658707,593.288707,7.774,1,7,10.97,10.1
1332,will,594.078707,594.448707,14.35,1,9.93,6.98,4.03
1333,you,594.448707,594.698707,15.431,1,0.8,8.65,1.08
1334,please,594.698707,595.138707,13.272,1,3.01,7.02,3.52
1335,take,595.138707,595.368707,12.709,1,3.09,7.82,3.58
1336,the,595.368707,595.468707,16.955,1,1.9,0.57,2.33
1337,dime,595.468707,595.898707,7.847,1,8.08,,6.42
1338,out,595.898707,596.078707,13.902,1,2.48,6.86,3.57
1339,of,596.078707,596.188707,16.214,1,0.83,,1.04
1340,my,596.188707,596.328707,14.386,1,3.12,10.02,4.47
1341,pocket,596.328707,596.798707,9.284,1,0.07,,0.07
1342,for,596.798707,596.928707,15.417,1,4.47,4.66,6.25
1343,me,596.928707,597.268707,14.081,1,1.22,0.59,1.4
1344,my,597.638707,598.008707,14.386,1,7.05,2.93,8.24
1345,hands,598.008707,598.388707,10.968,1,5.99,10.82,4.6
1346,are,598.388707,598.478707,14.909,1,4.1,9.65,5.58
1347,full,598.478707,598.968707,11.955,1,6.72,9.34,7.66
1348,the,599.968707,600.068707,16.955,1,7.15,5.65,8.41
1349,driver,600.068707,600.528707,11.142,1,1.89,17.88,2.39
1350,pushed,600.528707,600.858707,9.351,1,8.81,9.97,6.4
1351,his,600.858707,601.068707,13.644,1,3.03,,2.07
1352,cap,601.068707,601.368707,9.538,1,12.15,0.19,6.33
1353,back,601.368707,601.658707,12.882,1,3.83,11.33,5.11
1354,on,601.658707,601.788707,15.079,1,2.9,4.18,4
1355,his,601.788707,601.988707,13.644,1,2.72,4.21,3.39
1356,head,601.988707,602.198707,11.6,1,1.49,8.23,1.84
1357,and,602.198707,602.318707,16.187,1,2.04,5.04,2.8
1358,exclaimed,602.318707,603.008707,7.291,1,10.74,4.05,8.16
1359,full,603.538707,604.358707,11.955,1,15.34,3.99,9.03
1360,i,604.518707,604.678707,0,1,13.25,10.14,13.75
1361,should,604.678707,604.918707,13.295,1,7.81,0.69,10.91
1362,say,604.918707,605.398707,12.792,1,6.2,11.77,6.22
1363,they,605.398707,605.548707,14.297,1,7.93,1.69,4.97
1364,are,605.548707,605.708707,14.909,1,3.37,1.9,4.8
1365,full,605.708707,606.238707,11.955,1,7.06,2.96,6.92
1366,and,606.588707,606.718707,16.187,1,5.18,1.79,3.9
1367,just,606.718707,606.898707,13.836,1,7.92,7.12,10.15
1368,where,606.898707,607.288707,13.027,1,9.64,6.51,4.92
1369,do,607.288707,607.348707,14.123,1,4.53,11.82,3.77
1370,you,607.348707,607.488707,15.431,1,0.6,,0.83
1371,think,607.488707,607.758707,13.389,1,2.19,,3.16
1372,you're,607.758707,607.938707,12.328,1,5.74,8.78,2.11
1373,going,607.938707,608.368707,12.631,1,0.33,12.04,0.32
1374,with,608.368707,608.488707,14.974,1,4.6,7.23,5.54
1375,that,608.488707,608.678707,15.476,1,2.14,0.02,0.87
1376,animal,608.678707,609.158707,10.116,1,13.03,8.83,9.43
1377,home,610.318707,610.888707,12.157,1,13.86,5.72,5.5
1378,said,611.478707,611.728707,12.772,1,11.07,4.06,7.17
1379,henry,611.728707,612.088707,0,1,6.62,,3.98
1380,in,612.088707,612.198707,15.897,1,8.34,4.97,8.42
1381,a,612.198707,612.258707,16.177,1,1.48,0.95,2.07
1382,small,612.258707,612.668707,11.975,1,6.49,7.24,4.71
1383,voice,612.668707,613.228707,11.312,1,0.38,13.44,0.55
1384,the,613.848707,613.928707,16.955,1,5.99,6.15,6.38
1385,passengers,613.928707,614.618707,8.15,1,11.47,,8.18
1386,were,614.618707,614.718707,13.406,1,2.91,8.21,3.53
1387,staring,614.718707,615.438707,8.357,1,7.41,7.43,4.27
1388,and,615.598707,615.968707,16.187,1,6.33,,7.04
1389,most,615.968707,616.318707,13.113,1,10.58,5.34,8.53
1390,of,616.318707,616.418707,16.214,1,0.57,5.77,0.8
1391,them,616.418707,616.668707,13.594,1,0.57,15.92,0.24
1392,were,616.668707,616.798707,13.406,1,1.74,13.12,2.26
1393,smiling,616.798707,617.508707,8.402,1,6.4,3.69,3.9
1394,the,618.258707,618.338707,16.955,1,5.89,3.31,5.5
1395,box,618.338707,618.788707,12.053,1,8.11,12.22,6.18
1396,was,618.788707,618.948707,14.556,1,1.27,1.5,1.68
1397,getting,618.948707,619.208707,11.986,1,8.02,2.7,7.64
1398,heavier,619.208707,619.778707,8.216,1,6.58,,5.67
1399,every,619.778707,620.248707,12.346,1,6.77,8.13,9.14
1400,minute,620.248707,620.608707,10.299,1,3.37,,4.4
1401,not,621.638707,622.068707,14.773,1,8.7,6,8.8
1402,on,622.068707,622.278707,15.079,1,9.62,3.67,13.88
1403,this,622.278707,622.478707,14.995,1,5.48,,2.4
1404,bus,622.478707,622.808707,10.485,1,5.74,0.46,5.71
1405,you're,622.808707,622.908707,12.328,1,9.41,12.22,7.27
1406,not,622.908707,623.298707,14.773,1,4.23,4.4,5.67
1407,said,623.668707,623.938707,12.772,1,14.72,,6.74
1408,the,623.938707,623.968707,16.955,1,6.76,5.35,8
1409,driver,623.968707,624.468707,11.142,1,2.06,13.72,2.53
1410,but,625.158707,625.588707,14.571,1,9.53,4.01,8.68
1411,the,625.588707,625.678707,16.955,1,3.12,11.79,3.53
1412,man,625.678707,625.958707,12.149,1,5.53,3.09,6.67
1413,on,625.958707,626.108707,15.079,1,5.43,14.14,7.72
1414,the,626.108707,626.168707,16.955,1,0.28,5.47,0.36
1415,last,626.168707,626.598707,12.582,1,10.02,,7.43
1416,bus,626.598707,626.918707,10.485,1,2.35,,3.23
1417,said,626.918707,627.058707,12.772,1,3.59,7.97,4.15
1418,i,627.058707,627.138707,0,1,6.22,7.22,7.67
1419,could,627.138707,627.328707,13.208,1,6.05,,5.95
1420,take,627.328707,627.588707,12.709,1,3.37,12.5,3.96
1421,the,627.588707,627.668707,16.955,1,1.73,4.96,2.07
1422,dog,627.668707,628.008707,10.974,1,9.9,10.88,1.4
1423,on,628.008707,628.168707,15.079,1,5.98,4.17,8.63
1424,the,628.168707,628.238707,16.955,1,1.26,,1.17
1425,bus,628.238707,628.688707,10.485,1,2.33,10.03,3.13
1426,in,628.688707,628.788707,15.897,1,7.43,,6.08
1427,a,628.788707,628.848707,16.177,1,2.91,1.74,3.76
1428,box,628.848707,629.538707,12.053,1,7.02,13.35,5.6
1429,protested,629.868707,630.328707,7.302,1,21.12,,10.54
1430,henry,630.328707,630.798707,0,1,9.42,5.82,4.83
1431,who,631.268707,631.408707,13.745,1,8.62,4.46,6.69
1432,was,631.408707,631.538707,14.556,1,2.4,,3.09
1433,afraid,631.538707,631.928707,10.056,1,7.99,2.53,6.36
1434,he,631.928707,632.028707,13.98,1,3.44,7.89,4.55
1435,couldn't,632.028707,632.348707,11.068,1,5.05,,4.32
1436,hold,632.348707,632.688707,11.171,1,7.77,7.44,6.54
1437,the,632.688707,632.728707,16.955,1,2.09,,2.78
1438,dog,632.728707,633.078707,10.974,1,0.93,9.66,1.28
1439,much,633.078707,633.288707,13.09,1,11.35,2.15,10.33
1440,longer,633.288707,633.828707,11.201,1,3.66,7.82,4.15
1441,he,634.378707,634.558707,13.98,1,2.69,9.21,3.27
1442,said,634.558707,634.878707,12.772,1,2.9,0.63,3.36
1443,it,634.878707,634.938707,15.365,1,4.74,,4.96
1444,was,634.938707,635.138707,14.556,1,1.29,5.28,1.45
1445,a,635.138707,635.198707,16.177,1,3.51,3.18,4.59
1446,company,635.198707,635.798707,11.959,1,12.75,5.52,6.08
1447,rule,635.798707,636.318707,10.722,1,9.72,5.08,7.92
1448,he,637.178707,637.398707,13.98,1,4.66,5.05,6.01
1449,meant,637.398707,637.938707,10.508,1,9.99,,8.84
1450,a,637.938707,637.998707,16.177,1,6.55,10.94,8.35
1451,big,637.998707,638.388707,12.093,1,7.3,,5.29
1452,box,638.388707,638.738707,12.053,1,3.09,0.46,3.23
1453,tied,638.738707,639.028707,9.325,1,15.66,2.7,7.62
1454,shut,639.028707,639.438707,9.888,1,9.64,,
1455,a,639.768707,639.868707,16.177,1,7.21,,4.42
1456,box,639.868707,640.158707,12.053,1,4.44,2.51,3.89
1457,with,640.158707,640.288707,14.974,1,3.96,6.4,3.41
1458,holes,640.288707,640.758707,9.377,1,8.65,8.77,5.98
1459,punched,640.758707,641.088707,7.798,1,6.93,5.05,8.77
1460,in,641.088707,641.198707,15.897,1,1.3,,1.4
1461,it,641.198707,641.288707,15.365,1,0.91,9.82,1.26
1462,for,641.288707,641.428707,15.417,1,6.75,5.06,8.43
1463,the,641.428707,641.518707,16.955,1,2.99,1.74,3.79
1464,dog,641.518707,641.818707,10.974,1,2.89,9.06,2.68
1465,to,641.818707,641.888707,16.354,1,2.37,5,3.31
1466,breathe,641.888707,642.688707,8.045,1,9.19,15.71,5.69
1467,through,642.688707,643.138707,12.631,1,6.27,7.74,8.99
1468,henry,645.8717,646.3717,0,1,5.04,,5.12
1469,was,646.3717,646.5517,14.556,1,4.15,7.95,4.69
1470,horrified,646.5517,647.4117,6.823,1,9.82,2.75,7.12
1471,to,647.4117,647.4417,16.354,1,3.44,3.23,4.88
1472,hear,647.4417,647.8217,11.411,1,2.31,,3.25
1473,ribsy,647.8217,648.2317,0,1,17.53,12.88,0
1474,growl,648.2317,648.8717,6.423,1,9.72,11.58,7.13
1475,shut,649.4517,649.8517,9.888,1,12.08,13.13,9.36
1476,up,649.8517,650.1817,13.744,1,3.11,14.2,3.99
1477,he,650.5217,650.7417,13.98,1,3.58,6.49,3.33
1478,ordered,650.7417,651.2817,9.833,1,10.12,10.72,11.48
1479,ribsy,652.3317,652.8117,0,1,9.18,14.44,0
1480,began,652.8117,653.0917,10.609,1,15.54,3.67,8.92
1481,to,653.0917,653.1617,16.354,1,1.33,7.09,1.77
1482,scratch,653.1617,653.6117,8.996,1,8.33,4.69,3.94
1483,his,653.6117,653.7917,13.644,1,2.2,,2.65
1484,left,653.7917,654.1817,11.791,1,7.92,,7.05
1485,ear,654.1817,654.4117,9.334,1,2.96,10.11,4.28
1486,with,654.4117,654.5517,14.974,1,5.59,2.84,5.69
1487,his,654.5517,654.7417,13.644,1,1.44,10.88,2
1488,left,654.7417,655.1017,11.791,1,4.6,0.3,5.99
1489,hind,655.1017,655.4117,9.466,1,11.75,,0.75
1490,foot,655.4117,655.8517,10.095,1,4.27,,5.42
1491,the,656.4317,656.7017,16.955,1,4.44,7.85,5.35
1492,box,656.7017,657.2717,12.053,1,6.17,0.23,6.17
1493,began,657.2717,657.6717,10.609,1,5.84,8.03,6.09
1494,to,657.6717,657.7917,16.354,1,0.12,,0.17
1495,tear,657.7917,658.3317,8.797,1,6.83,0.77,5.58
1496,ribsy,659.1317,659.5717,0,1,10.18,15.24,0
1497,jumped,659.5717,659.9117,8.712,1,8.6,5.54,10.78
1498,out,659.9117,660.1117,13.902,1,3.42,,4.94
1499,of,660.1117,660.2217,16.214,1,1.16,9.78,1.29
1500,the,660.2217,660.2917,16.955,1,0.63,,0.9
1501,box,660.2917,660.7217,12.053,1,1.51,,1.77
1502,and,660.7217,661.0217,16.187,1,1.88,4.5,2.56
1503,off,661.0217,661.2617,12.654,1,8.76,,10.16
1504,the,661.2617,661.3417,16.955,1,1.64,4.02,2.28
1505,bus,661.3417,661.7617,10.485,1,1.13,,1.41
1506,and,661.8217,661.9217,16.187,1,4.81,4.34,5.97
1507,henry,661.9217,662.3317,0,1,14.94,,6.13
1508,jumped,662.3317,662.6117,8.712,1,5.52,8.78,7.66
1509,after,662.6117,662.9217,12.934,1,9.04,8.72,9.83
1510,him,662.9217,663.2617,12.818,1,1.26,14.82,1.58
1511,the,663.9817,664.0717,16.955,1,4.45,3.17,5.84
1512,bus,664.0717,664.4317,10.485,1,4.6,15.26,4.41
1513,pulled,664.4317,664.8017,10.107,1,5.25,8.92,6.54
1514,away,664.8017,665.2217,11.924,1,1.99,,1.15
1515,with,665.2217,665.4017,14.974,1,5.53,5.15,6.39
1516,a,665.4017,665.4617,16.177,1,2.98,11,4.1
1517,puff,665.4617,665.9817,7.087,1,9.94,8.03,6.57
1518,of,665.9817,666.1617,16.214,1,0.11,0.09,0.14
1519,exhaust,666.1617,666.8717,8.296,1,11.78,,15.22
1520,now,667.9317,668.4117,13.304,1,11.82,2.23,10.94
1521,see,668.4117,668.6717,13.272,1,13.14,5.92,6.97
1522,what,668.6717,668.7517,14.098,1,3.91,5,4.95
1523,you've,668.7517,669.0917,11.139,1,8.02,5.93,5.46
1524,done,669.0917,669.5517,12.067,1,2.12,0.41,3.03
1525,you've,669.8817,670.1117,11.139,1,9.01,2.37,6.65
1526,spoiled,670.1117,670.7917,7.581,1,11.1,9.65,5.91
1527,everything,670.7917,671.6217,11.631,1,7.74,,9.02
1528,the,672.6517,672.7317,16.955,1,4.83,8.67,4.42
1529,dog,672.7317,673.1217,10.974,1,4.76,12.7,3.6
1530,hung,673.1217,673.4117,9.052,1,12.49,2.06,5.43
1531,his,673.4117,673.6317,13.644,1,3.82,,5.01
1532,head,673.6317,673.9717,11.6,1,0.65,,0.86
1533,and,673.9717,674.1017,16.187,1,3.2,,3.84
1534,tucked,674.1017,674.3917,7.042,1,14.33,3.38,6.66
1535,his,674.3917,674.5917,13.644,1,1.63,,2.11
1536,tail,674.5917,674.8917,9.33,1,3.85,,5.27
1537,between,674.8917,675.2317,12.35,1,6.52,7.62,3.5
1538,his,675.2317,675.3717,13.644,1,0.8,14.04,1.05
1539,legs,675.3717,675.8917,10.183,1,0.91,10.92,1.28
1540,if,676.8217,676.9817,14.653,1,10.31,2.21,7.14
1541,i,676.9817,677.0817,0,1,5.2,,5.52
1542,can't,677.0817,677.4017,12.528,1,7.78,,4.62
1543,get,677.4017,677.5417,13.794,1,2.42,5.89,3.19
1544,you,677.5417,677.7417,15.431,1,6.73,10.23,8.65
1545,home,677.7417,678.4217,12.157,1,6.51,9.37,7.06
1546,how,678.7417,679.0817,13.525,1,9.22,1.01,5.79
1547,can,679.0817,679.2917,14.301,1,3.17,2.75,3.44
1548,i,679.2917,679.4117,0,1,0.48,,0.57
1549,keep,679.4117,679.8317,12.122,1,7.36,0.43,6.41
1550,you,679.8317,680.3817,15.431,1,2.54,0.36,2.95
1551,henry,681.5317,681.9317,0,1,14.64,4.9,4.13
1552,sat,681.9317,682.1917,10.414,1,7.03,10.91,4.33
1553,down,682.1917,682.5117,12.59,1,2.65,,3.8
1554,on,682.5117,682.6217,15.079,1,2.3,3.98,3.31
1555,the,682.6217,682.7017,16.955,1,0.45,,0.62
1556,curb,682.7017,683.0617,7.622,1,6.66,,5.44
1557,to,683.0617,683.1617,16.354,1,6.47,13.02,6.97
1558,think,683.1617,683.6317,13.389,1,7.84,0.84,10.23
1559,it,684.1817,684.2917,15.365,1,5.39,2.19,6.16
1560,was,684.2917,684.4617,14.556,1,2.18,7.33,2.66
1561,so,684.4617,684.7317,14.048,1,7.49,,6.74
1562,late,684.7317,685.2617,10.916,1,7.7,7.46,6.97
1563,and,685.5517,685.6517,16.187,1,3.75,8.36,5.1
1564,the,685.6517,685.6917,16.955,1,4.14,4.77,4.03
1565,clouds,685.6917,686.1617,8.341,1,12.15,11.99,5.6
1566,were,686.1617,686.2917,13.406,1,1.61,1.69,2.14
1567,so,686.2917,686.6117,14.048,1,4.65,2.95,3.77
1568,dark,686.6117,687.1417,11.174,1,4.75,0.25,5.87
1569,that,687.4117,687.5417,15.476,1,6.32,3.86,4.06
1570,he,687.5417,687.6117,13.98,1,2.97,,4
1571,didn't,687.6117,687.8617,12.259,1,4,8.04,10.69
1572,want,687.8617,688.0217,13.138,1,4.04,,5.6
1573,to,688.0217,688.1017,16.354,1,0.28,,0.4
1574,waste,688.1017,688.4617,10.207,1,9.47,,6.58
1575,time,688.4617,688.8617,13.578,1,1.52,1.4,2.16
1576,looking,688.8617,689.1717,12.333,1,5.38,10.68,6.44
1577,for,689.1717,689.4117,15.417,1,2.39,,3.39
1578,a,689.4117,689.4617,16.177,1,3.33,14.71,4.39
1579,big,689.4617,689.7217,12.093,1,9.38,,5.5
1580,box,689.7217,690.2817,12.053,1,0.43,14.12,0.55
1581,his,691.0417,691.3117,13.644,1,6.67,3.08,3.32
1582,mother,691.3117,691.6717,10.648,1,5.66,4.87,5.72
1583,was,691.6717,691.8917,14.556,1,3.06,8.49,3.56
1584,probably,691.8917,692.5117,12.231,1,8.56,,7.85
1585,beginning,692.5117,692.9717,10.686,1,12.82,4.17,8.73
1586,to,692.9717,693.0817,16.354,1,0.07,14.29,0.1
1587,worry,693.0817,693.5117,10.206,1,4.51,,5.04
1588,about,693.5117,693.7717,14.083,1,1.65,12.47,2.07
1589,him,693.7717,694.1017,12.818,1,1.8,11.64,1.48
1590,people,696.018027,696.348027,13.552,1,11.03,4.07,10.07
1591,were,696.348027,696.448027,13.406,1,2.49,1.6,2.87
1592,stopping,696.448027,696.938027,8.876,1,8.01,9.98,3.66
1593,on,696.938027,697.078027,15.079,1,5.85,7.14,8.45
1594,the,697.078027,697.148027,16.955,1,0.53,12.63,0.6
1595,corner,697.148027,697.598027,10.047,1,4.2,,4.89
1596,to,697.598027,697.788027,16.354,1,2.64,9.76,3.24
1597,wait,697.788027,698.068027,11.031,1,5.66,11.7,5.41
1598,for,698.068027,698.158027,15.417,1,0.85,12.72,1.23
1599,the,698.158027,698.248027,16.955,1,1.45,,1.82
1600,next,698.248027,698.608027,12.144,1,6.03,,8.06
1601,bus,698.608027,699.138027,10.485,1,0.64,0.13,0.89
1602,among,699.868027,700.238027,11.006,1,15.77,12.89,4.84
1603,them,700.238027,700.558027,13.594,1,3.93,14.57,1.25
1604,henry,700.808027,701.088027,0,1,7.94,6.91,5.55
1605,noticed,701.208027,701.628027,10.532,1,8.05,,8.99
1606,an,701.628027,701.838027,14.272,1,6.79,3.35,8.63
1607,elderly,701.838027,702.268027,8.214,1,3.14,7.95,3.41
1608,lady,702.268027,702.758027,10.165,1,3.35,,4.82
1609,carrying,702.788027,703.258027,9.605,1,8.9,10.56,7.08
1610,a,703.258027,703.328027,16.177,1,0.89,,1.26
1611,large,703.328027,703.798027,11.808,1,4.25,,5.12
1612,paper,703.798027,704.108027,11.067,1,9.62,7.24,5.05
1613,shopping,704.108027,704.618027,9.168,1,10.65,0.09,11.9
1614,bag,704.618027,704.938027,9.707,1,0.26,15.94,0.28
1615,full,704.938027,705.218027,11.955,1,8.28,16.15,7.85
1616,of,705.218027,705.298027,16.214,1,0.02,20.27,0.02
1617,apples,705.298027,705.868027,8.29,1,9.68,0.41,11.12
1618,the,706.838027,706.928027,16.955,1,5.2,2.89,5.34
1619,shopping,706.928027,707.558027,9.168,1,11.87,1.06,12.62
1620,bag,707.558027,708.068027,9.707,1,0.22,,0.15
1621,gave,708.068027,708.488027,10.864,1,9.25,6.63,9.36
1622,him,708.488027,708.668027,12.818,1,2.06,5.8,1.68
1623,an,708.668027,708.778027,14.272,1,3.01,,4.26
1624,idea,708.778027,709.488027,11.803,1,3.49,1.91,4.46
1625,jumping,710.398027,710.818027,9.044,1,16.34,6.01,12.3
1626,up,710.818027,711.098027,13.744,1,2.61,,3.4
1627,he,711.148027,711.328027,13.98,1,7.19,5.84,8.67
1628,snapped,711.328027,711.768027,7.509,1,10.21,,4.04
1629,his,711.768027,711.968027,13.644,1,3.03,3.91,3.81
1630,fingers,711.968027,712.318027,9.858,1,2.81,1.52,3.58
1631,at,712.318027,712.438027,14.498,1,5.4,4.25,6.73
1632,ribs,712.438027,712.908027,7.522,1,20.64,0.03,
1633,and,712.908027,713.028027,16.187,1,2.57,4.37,3.16
1634,ran,713.028027,713.478027,10.341,1,7.19,4.44,6.85
1635,back,713.478027,713.738027,12.882,1,4.66,,6.6
1636,into,713.738027,713.938027,13.242,1,4.66,6.85,5.4
1637,the,713.938027,714.008027,16.955,1,0.32,,0.46
1638,drugstore,714.008027,714.618027,5.82,1,15.5,12.57,8.04
1639,you,715.708027,715.898027,15.431,1,10.17,6.44,11.68
1640,back,715.898027,716.278027,12.882,1,14.11,11.69,9.91
1641,again,716.278027,717.008027,12.428,1,8.97,,4.35
1642,asked,717.518027,717.768027,11.534,1,10.64,3.43,8.43
1643,the,717.768027,717.828027,16.955,1,3.58,2.14,4.68
1644,toothpaste,717.828027,718.338027,6.571,1,19.5,9,10.03
1645,clerk,718.338027,718.718027,7.907,1,8.76,6.77,5.38
1646,what,719.278027,719.498027,14.098,1,3.17,7.5,3.42
1647,do,719.498027,719.558027,14.123,1,7.21,,6.47
1648,you,719.558027,719.698027,15.431,1,0.39,9.69,0.48
1649,want,719.698027,720.048027,13.138,1,2.7,6.34,3.77
1650,this,720.048027,720.408027,14.995,1,6.73,1.65,4.91
1651,time,720.408027,720.948027,13.578,1,3.73,1.99,4.38
1652,string,721.068027,721.888027,10.41,1,19.09,1.02,8.41
1653,and,721.888027,722.178027,16.187,1,6.34,2.77,4.72
1654,paper,722.178027,722.658027,11.067,1,7.13,,4.98
1655,to,722.658027,722.728027,16.354,1,5.92,3.78,6.04
1656,wrap,722.728027,723.048027,8.695,1,9.95,3.26,8.7
1657,your,723.048027,723.188027,14.353,1,4.49,6.61,5.36
1658,dog,723.188027,723.548027,10.974,1,6.3,0.19,7.71
1659,in,723.548027,723.968027,15.897,1,3.52,6.1,4.1
1660,no,724.738027,725.088027,13.962,1,9.81,9.6,9.13
1661,sir,725.088027,725.648027,9.897,1,14.76,10.07,8.48
1662,said,725.968027,726.208027,12.772,1,8.4,5.77,7.28
1663,henry,726.208027,726.698027,0,1,8.61,7.77,4.48
1664,i,727.218027,727.508027,0,1,10.21,17.54,12.09
1665,want,727.508027,727.748027,13.138,1,4.25,4.75,3.7
1666,one,727.748027,727.898027,14.172,1,7.29,12.36,8.86
1667,of,727.898027,727.948027,16.214,1,2.51,10.25,3.16
1668,those,727.948027,728.208027,12.938,1,2.06,0.96,0.64
1669,big,728.208027,728.478027,12.093,1,6.09,8.41,4.96
1670,nickel,728.478027,728.758027,7.593,1,13.7,10.29,9.77
1671,shopping,728.758027,729.238027,9.168,1,14.45,8.24,8.99
1672,bags,729.238027,729.758027,8.666,1,0.41,,0.15
1673,he,730.458027,730.598027,13.98,1,4.55,8.93,5.1
1674,laid,730.598027,730.838027,9.208,1,10.97,7.23,6.36
1675,his,730.838027,731.018027,13.644,1,2.64,2.19,3.35
1676,last,731.018027,731.368027,12.582,1,11.63,0.11,8.06
1677,nickel,731.368027,731.688027,7.593,1,10.08,11.01,6.65
1678,on,731.688027,731.838027,15.079,1,2.56,6.19,3.68
1679,the,731.838027,731.898027,16.955,1,0.61,0.13,0.82
1680,counter,731.898027,732.358027,9.699,1,2.88,7.63,3.05
1681,well,733.378027,733.988027,13.222,1,10.48,6.33,5.78
1682,i'll,733.988027,734.708027,0,1,10.43,6.19,6.06
1683,be,734.708027,734.908027,14.945,1,4.03,,4.24
1684,darned,734.908027,735.608027,6.938,1,14.88,4.64,8.02
1685,said,736.148027,736.408027,12.772,1,13.05,8.97,6.12
1686,the,736.408027,736.448027,16.955,1,3.21,1.84,4.13
1687,clerk,736.448027,736.868027,7.907,1,4.23,14.94,3.97
1688,and,737.408027,737.518027,16.187,1,6.73,6.81,8.05
1689,handed,737.518027,737.888027,8.841,1,11.53,7.69,2.78
1690,the,737.888027,737.948027,16.955,1,2.81,,3.89
1691,bag,737.948027,738.228027,9.707,1,2.93,,3.07
1692,across,738.228027,738.598027,11.04,1,10.61,13.02,7.98
1693,the,738.598027,738.668027,16.955,1,1.09,7.46,1.54
1694,counter,738.668027,739.098027,9.699,1,1.72,,2.36
1695,henry,740.298027,740.638027,0,1,7.3,,5.11
1696,opened,740.668027,740.978027,10.087,1,8.61,6.03,11.32
1697,the,740.978027,741.078027,16.955,1,0.52,13.54,0.73
1698,bag,741.078027,741.508027,9.707,1,0.95,,1.09
1699,and,741.538027,741.658027,16.187,1,1.44,10.55,1.6
1700,set,741.658027,741.888027,12.572,1,9.86,9.07,3.75
1701,it,741.888027,741.978027,15.365,1,0.91,,1.29
1702,up,741.978027,742.128027,13.744,1,5.23,,4.64
1703,on,742.128027,742.268027,15.079,1,4.88,6.24,7.01
1704,the,742.268027,742.328027,16.955,1,0.61,15.98,0.87
1705,floor,742.328027,742.768027,10.481,1,4.59,,6.56
1706,he,743.598027,743.788027,13.98,1,3.37,2.61,3.91
1707,picked,743.788027,744.048027,9.911,1,6.74,15.22,5.01
1708,up,744.048027,744.208027,13.744,1,0.71,9.37,0.97
1709,ribsy,744.208027,744.738027,0,1,35.58,,0
1710,and,745.008027,745.138027,16.187,1,2.19,3.91,2.83
1711,shoved,745.138027,745.488027,7.525,1,9.01,4.97,8.57
1712,him,745.488027,745.698027,12.818,1,3.97,,3.68
1713,hind,745.698027,746.148027,9.466,1,20.99,0.48,9.97
1714,feet,746.148027,746.498027,10.6,1,4.95,1.18,5.76
1715,first,746.558027,747.078027,13.16,1,9.04,6.6,8.34
1716,into,747.078027,747.288027,13.242,1,5.86,5.7,6.16
1717,the,747.288027,747.398027,16.955,1,0.63,0.08,0.87
1718,bag,747.398027,747.808027,9.707,1,2.38,8.14,2.49
1719,then,748.468027,748.888027,13.467,1,5.17,8.53,5.16
1720,he,748.888027,749.088027,13.98,1,2.78,4.63,3.49
1721,pushed,749.088027,749.368027,9.351,1,5.36,12.89,3.7
1722,his,749.368027,749.598027,13.644,1,2.5,,2.37
1723,front,749.598027,749.888027,11.263,1,7.92,0.3,5.65
1724,feet,749.888027,750.158027,10.6,1,4.95,,4.07
1725,in,750.158027,750.458027,15.897,1,4.79,,3.6
1726,a,751.178027,751.288027,16.177,1,5.78,6.65,2.8
1727,lot,751.288027,751.758027,12.358,1,7.86,1.44,5.17
1728,of,751.758027,751.918027,16.214,1,0.93,0.98,1.06
1729,ribsy,751.918027,752.288027,0,1,13.81,,0
1730,was,752.288027,752.448027,14.556,1,7.15,4.43,6.22
1731,left,752.448027,752.748027,11.791,1,7.93,5.39,5.82
1732,over,752.748027,753.138027,13.023,1,6.2,5.66,8.09
1733,the,754.258027,754.338027,16.955,1,4.53,10.46,5.66
